wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,bplace_continent,birthdate,birthyear,birth_decade,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,dplace_continent,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,region,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi,occupation_rank,occupation_rank_unique,birthyear_rank,birthyear_rank_unique,bplace_country_rank,bplace_country_rank_unique,bplace_name_rank,bplace_name_rank_unique,deathyear_rank,deathyear_rank_unique,dplace_country_rank,dplace_country_rank_unique,dplace_name_rank,dplace_name_rank_unique,id
q259270,636651,Henri_Padé,Henri Padé,MATHEMATICIAN,45.7712762446952,M,,False,15,18.5426384873118,,,,,,,1863-12-17,1863,1860,Aix-en-Provence,43.526304,5.445429,79495,France,,1953-07-09,1953,,France,,False,4.95144657964358,156,1082,2.01796389062858,43.062375939828,669,669,107,107,,,,,116,116,3194,3194,10,10,636651
q470902,1158626,Bhāskara_I,Bhāskara I,MATHEMATICIAN,5.2981987692814,M,,False,20,20.564946103175,Saurashtra (region),22.3,70.7833,250,India,,,600,600,,,,,,,,680,,,,False,3.48149121171406,110,17308,2.91842423266682,49.7919708752264,481,481,36,36,300,300,1,1,5,5,,,,,1158626
q72599,617522,Issai_Schur,Issai Schur,MATHEMATICIAN,24.8656745991826,M,,False,25,21.0136575413022,Mogilev,53.91666667,30.35,160978,Belarus,,1875-01-10,1875,1870,Tel Aviv,32.06666667,34.78333333,31453,Israel,,1941-01-10,1941,Russia,Palestine - United Kingdom,,False,5.63946505014134,144,4995,2.67735060071202,51.2851394702461,426,426,73,73,81,81,3,3,82,82,140,140,19,19,617522
q331856,302891,Józef_Maria_Hoene-Wroński,Józef Maria Hoene-Wroński,MATHEMATICIAN,6.54196308986635,M,,False,26,22.7178327316894,Wolsztyn,52.11666667,16.11666667,624527,Poland,,1776-08-23,1776,1770,Neuilly-sur-Seine,48.8881,2.2686,234647,France,,1853-08-09,1853,,France,,False,6.90928960921385,243,9250,2.13588072518237,56.9560911297773,235,235,13,13,296,296,1,1,12,12,1612,1612,30,30,302891
q272161,559202,Lady_Byron,Lady Byron,MATHEMATICIAN,11.5453333290913,,,False,17,20.1232435875328,,,,,,,,,,London,51.50722222,-0.1275,17867,,,1860-05-16,1860,,United Kingdom,,False,2.65271157955182,227,15695,2.9116488106679,48.3221257394508,541,541,,,,,,,38,38,,,491,491,559202
q41585,8302,David_Hilbert,David Hilbert,MATHEMATICIAN,0,M,,False,111,28.2110941616319,Königsberg,54.71666667,20.51666667,15413504,Russia,,1862-01-23,1862,1860,Göttingen,51.53388889,9.93555556,23307013,Germany,,1943-02-14,1943,Prussia,Germany,,False,10.6166681520446,157,159493,4.7582616171369,75.235913649252,22,22,4,4,45,45,2,2,3,3,61,61,3,3,8302
q351822,245933,John_Tate,John Tate,MATHEMATICIAN,73.086069783044,M,,True,24,20.0813962765159,Minneapolis,44.98333333,-93.26666667,6097240,United States,,,1925,1920,,,,,,,,,,,,False,4.35645835533704,94,5761,3.17145669201261,48.1828712313482,543,543,222,222,4165,4165,16,16,,,,,,,245933
q61038,932515,Hermann_Hankel,Hermann Hankel,MATHEMATICIAN,99.1216919134405,M,,False,25,21.1822586790478,Halle (Saale),51.48333333,11.96666667,186208,Germany,,1839-02-14,1839,1830,Schramberg,48.22694444,8.38416667,5450316,Germany,,1873-08-29,1873,Prussia,,,False,7.26571444394885,180,2641,2.3318587505982,51.8461902984066,406,406,37,37,2120,2120,14,14,33,33,1800,1800,1,1,932515
q58676,19740,Max_August_Zorn,Max August Zorn,MATHEMATICIAN,93.6343221105847,M,,False,22,21.0505224150691,Krefeld,51,20,179573,Poland,,1906-06-06,1906,1900,"Bloomington, Indiana",39.16222222,-86.52916667,112487,United States,,1993-03-09,1993,Germany,,,False,7.44269821534125,113,3501,2.04812099846048,51.4078140158245,421,421,131,131,498,498,3,3,93,93,2305,2305,4,4,19740
q451647,4007397,Giambattista_Benedetti,Giambattista Benedetti,MATHEMATICIAN,3.22481823512618,M,,False,21,22.4224468641218,Venice,45.4375,12.33583333,32616,Italy,,,1530,1530,Turin,45.07916667,7.67611111,19450529,Italy,,1590-01-20,1590,,Savoy,,False,8.58170918536739,489,2975,1.5383476034777,55.9731411459179,257,257,13,13,1568,1568,68,68,11,11,1529,1529,28,28,4007397
q11373,1253603,Abu_Maʿshar,Abu Maʿshar,MATHEMATICIAN,4.04571232035097,M,,False,26,23.305108332909,Balkh,36.76666667,66.9,332847,Afghanistan,,,787,780,"Wasit, Iraq",32.11,46.18,3302039,Iraq,,0886-03-09,886,,,,False,7.13571605535526,1232,10321,2.37771044580274,58.9103570785624,188,188,2,2,26,26,2,2,4,4,89,89,2,2,1253603
q441228,998647,William_George_Horner,William George Horner,MATHEMATICIAN,12.9970177073592,M,,False,19,21.8697375775611,Bristol,51.45,-2.58333333,36741,United Kingdom,,1786-01-01,1786,1780,"Bath, Somerset",51.38,-2.36,41523,United Kingdom,,1837-09-22,1837,United Kingdom,,,False,5.99842537212276,233,9232,1.94382646573812,54.1339008708922,317,317,21,21,1445,1445,14,14,19,19,1072,1072,5,5,998647
q982690,1752401,Ennio_de_Giorgi,Ennio de Giorgi,MATHEMATICIAN,84.823271823,M,,False,16,19.5012929141791,,,,,,,1928-02-08,1928,1920,Pisa,43.71666667,10.4,24636,,,1996-10-25,1996,,,,False,3.45450083650755,91,8505,2.2831299746058,46.2524722067058,605,605,303,303,,,,,161,161,,,23,23,1752401
q61743,225193,Carl_Adam_Petri,Carl Adam Petri,MATHEMATICIAN,7.18045351980902,M,,False,18,20.9728459562767,Leipzig,51.33333333,12.38333333,17955,Germany,,1926-07-12,1926,1920,Siegburg,50.80138889,7.20444444,628297,Germany,,2010-07-02,2010,Germany,,,False,7.33714383720869,93,4690,1.67625831204293,51.1493315280031,433,433,175,175,2217,2217,36,36,123,123,1880,1880,1,1,225193
q451716,23770,Pavel_Urysohn,Pavel Urysohn,MATHEMATICIAN,22.326679594143,M,,False,21,20.9732436573514,Odessa,46.48572222,30.74344444,55545,Ukraine,,1898-02-03,1898,1890,Batz-sur-Mer,47.2781,-2.4789,6089392,France,,1924-08-17,1924,Russia,,,False,6.47315162155691,121,4348,1.98979235870989,51.150654950373,432,432,108,108,345,345,23,23,56,56,2624,2624,1,1,23770
q61223,3165834,Hermann_Schwarz,Hermann Schwarz,MATHEMATICIAN,50.545231632571,M,,False,28,23.4791846266602,Jerzmanowa,51.6,16.05,2707251,Poland,,1843-01-25,1843,1840,Berlin,52,31,3354,Germany,,1921-11-30,1921,,Germany,,False,9.99163455079223,176,9767,2.0242539934866,59.489627480163,173,173,19,19,219,219,1,1,24,24,67,67,104,104,3165834
q718045,802738,Ilya_Piatetski-Shapiro,Ilya Piatetski-Shapiro,MATHEMATICIAN,92.0914274208241,M,,False,15,18.9710114453705,Moscow,55.75,37.61666667,19004,Russia,,1929-03-30,1929,1920,Tel Aviv,32.06666667,34.78333333,31453,Israel,,2009-02-21,2009,Soviet Union,,,False,5.22676701594841,90,2066,1.88131501009276,44.4878645580779,646,646,282,282,1315,1315,250,250,213,213,168,168,37,37,802738
q711256,768762,Sydney_Chapman_(mathematician),Sydney Chapman,MATHEMATICIAN,6.03397921306635,M,,False,22,20.3162599733907,"Eccles, Greater Manchester",53.4824,-2.339,1742688,United Kingdom,,1888-01-29,1888,1880,"Boulder, Colorado",40,0,94341,Spain,,1970-06-16,1970,United Kingdom,United States,,False,5.6869635104592,131,3274,2.59258927400829,48.9644227285585,518,518,117,117,2265,2265,1,1,122,122,657,657,4,4,768762
q451293,152426,Giovanni_Ceva,Giovanni Ceva,MATHEMATICIAN,26.3175247246241,M,,False,22,23.2709866702712,Milan,45.46694444,9.19,36511,Italy,,1647-12-07,1647,1640,Mantua,45.15638889,10.79166667,50187,Italy,,1734-06-15,1734,Milan - Spain,,,False,9.22543877964907,372,6301,1.45218711896707,58.7968110649523,191,191,7,7,1222,1222,38,38,5,5,1214,1214,11,11,152426
q435718,227039,Pedro_Nunes,Pedro Nunes,MATHEMATICIAN,5.02931911194143,M,,False,23,23.307537587981,Alcácer do Sal,38.3725,-8.51361111,,Portugal,,1502-01-01,1502,1500,Coimbra,40.21111111,-8.42916667,378109,Portugal,,,1577,,Portugal,,False,6.15146572823548,517,15581,2.08242119927521,58.9184408648773,187,187,9,9,93,93,1,1,3,3,79,79,7,7,227039
q354377,87918,Conon_of_Samos,Conon of Samos,MATHEMATICIAN,2.37812848591451,M,,False,27,23.3158958780995,Samos,37.75,26.83333333,3333684,Greece,,0280-01-01 BC,-280,-280,Alexandria,31.2,29.91666667,12984,Egypt,,0221-01-01 BC,-221,,Egypt,,False,10.3204916112746,2299,3809,1.9582569259392,58.9462545893616,184,184,5,5,247,247,6,6,5,5,126,126,41,41,87918
q318083,4560966,Scipione_del_Ferro,Scipione del Ferro,MATHEMATICIAN,17.8288433784747,M,,False,27,23.5183642967574,Bologna,44.5075,11.35138889,21069333,Italy,,1465-02-06,1465,1460,Bologna,44.5075,11.35138889,21069333,Italy,,1526-11-05,1526,Papal States,Papal States,,False,8.93655618254187,554,5906,1.85934865491659,59.6200049298591,169,169,3,3,1133,1133,30,30,7,7,1128,1128,21,21,4560966
q448086,159901,Jacques_Herbrand,Jacques Herbrand,MATHEMATICIAN,146.465319945602,M,,False,20,20.4769664527971,Paris,48.8567,2.3508,22989,France,,,1908,1900,Saint-Christophe-en-Oisans,44.9578,6.1778,14850093,France,,1931-07-27,1931,,,,False,6.46529530620199,111,3343,2.13662459475329,49.4992026509677,493,493,151,151,2745,2745,649,649,68,68,2836,2836,1,1,159901
q334154,421135,Giambattista_della_Porta,Giambattista della Porta,MATHEMATICIAN,1.7935448610392,M,,False,27,20.6998021975579,Vico Equense,40.66666667,14.43333333,55880,Italy,,,1535,1530,Naples,40.845,14.25833333,55880,Italy,,1615-02-04,1615,,Spain,,False,2.01992792695619,484,16679,4.39001453172298,50.2407289586397,467,467,18,18,2230,2230,1,1,10,10,2120,2120,77,77,421135
q353451,771562,Mikhail_Leonidovich_Gromov,Mikhail Leonidovich Gromov,MATHEMATICIAN,125.978227582427,M,,True,27,21.7415222340904,Boksitogorsk,59.48333333,33.83333333,44290916,Russia,,1943-12-23,1943,1940,,,,,,,,,,,,True,5.82343106801753,76,20653,2.54342184681766,53.7072410891199,333,333,145,145,682,682,1,1,,,,,,,771562
q1322048,673693,Eliyahu_Rips,Eliyahu Rips,MATHEMATICIAN,62.5111622213281,M,,True,15,18.4861468728121,,,,,,,1948-12-12,1948,1940,,,,,,,,,,,,True,5.25564246001334,71,4244,1.73619006795175,42.8743898590517,672,672,358,358,,,,,,,,,,,673693
q707137,63358,Mikhail_Lavrentyev,Mikhail Lavrentyev,MATHEMATICIAN,15.0809017224897,M,,False,18,19.3715579498951,Kazan,55.79638889,49.10888889,202295,Russia,,1900-11-19,1900,1900,Moscow,55.75,37.61666667,19004,Russia,,1980-10-15,1980,Russia,Soviet Union,,False,2.75622408658133,119,10255,3.06435907014623,45.8207556113957,615,615,169,169,1236,1236,12,12,170,170,1109,1109,590,590,63358
q77512,2643615,Heinrich_Martin_Weber,Heinrich Martin Weber,MATHEMATICIAN,17.3295996476911,M,,False,17,20.0819981126717,Heidelberg,49.41666667,8.71666667,46743,Germany,,1842-03-05,1842,1840,Strasbourg,48.58,7.75,37407,France,,1913-05-17,1913,,,,False,5.88304916189749,177,2399,1.90634729147777,48.1848739501798,542,542,58,58,2585,2585,22,22,48,48,2969,2969,19,19,2643615
q216809,22994,Paul_Cohen,Paul Cohen,MATHEMATICIAN,0,M,,False,34,22.3026124976395,"Long Branch, New Jersey",40.295372,-73.989899,125481,United States,,1934-04-02,1934,1930,"Stanford, California",37.4225,-122.16527778,108166,United States,,2007-03-23,2007,United States,,,False,6.41397397765652,85,13519,3.26615512487121,55.5743705832994,268,268,107,107,1905,1905,3,3,78,78,1529,1529,10,10,22994
q435547,759645,Andreas_Osiander,Andreas Osiander,MATHEMATICIAN,1.69486569873096,M,,False,18,22.0964071787468,Gunzenhausen,49,6,5468991,France,,1498-12-28,1498,1490,Königsberg,54.71666667,20.51666667,15413504,Russia,,1552-10-27,1552,Holy Roman Empire,,,False,6.18984535566428,521,6615,1.84069600343651,54.8881850303262,290,290,12,12,1896,1896,2,2,9,9,538,538,6,6,759645
q739679,2015994,Giovanni_Battista_Zupi,Giovanni Battista Zupi,MATHEMATICIAN,1.67861531129148,M,,False,17,20.1647255282796,Catanzaro,38.9,16.6,1106712,Italy,,1589-11-02,1589,1580,Naples,40.845,14.25833333,55880,Italy,,1667-08-26,1667,,Spain,,False,6.88761480433793,430,902,1.7157697099228,48.4601644117925,535,535,12,12,2376,2376,2,2,16,16,2230,2230,85,85,2015994
q371948,872991,Serge_Lang,Serge Lang,MATHEMATICIAN,92.8258579283697,M,,False,20,20.3301376123151,Paris,48.8567,2.3508,22989,France,,1927-05-19,1927,1920,"Berkeley, California",37.87166667,-122.27277778,4860,United States,,2005-09-12,2005,,,,False,4.58065380973433,92,8396,2.72454672838412,49.0106030860312,516,516,188,188,2805,2805,663,663,134,134,2815,2815,28,28,872991
q275604,1430989,Ingrid_Daubechies,Ingrid Daubechies,MATHEMATICIAN,3.86691809936964,F,,True,23,18.6124033909689,Houthalen-Helchteren,51.03333333,5.38333333,175161,Belgium,,1954-08-17,1954,1950,,,,,,,,,,,,False,4.76211187033112,65,8596,2.65170726988423,43.2945312947484,665,665,262,262,465,465,1,1,,,,,,,1430989
q240772,1239430,Abraham_Wald,Abraham Wald,MATHEMATICIAN,4.16493044894469,M,,False,25,20.5707018872016,Cluj-Napoca,46.76666667,23.58333333,97404,Romania,,1902-10-31,1902,1900,Travancore,8.43333333333,76.9166666667,376,India,,1950-12-13,1950,Austria,,,False,3.37605931274015,117,13646,3.51434136996638,49.8111242892425,479,479,143,143,182,182,7,7,87,87,212,212,1,1,1239430
q975795,19722743,John_Lennox,John Lennox,MATHEMATICIAN,13.2417271888301,M,,True,15,18.7416801327857,,,,,,,1943-11-07,1943,1940,,,,,,,,,,,,True,2.76937390045305,76,15039,2.59614762599037,43.7247230717912,660,660,353,353,,,,,,,,,,,19722743
q23696,72586,Simon_Stevin,Simon Stevin,MATHEMATICIAN,0,M,,False,40,26.5278074954915,Bruges,51.21666667,3.23333333,38334190,Belgium,,,1548,1540,The Hague,52.08333333,4.31666667,30269,Netherlands,,,1620,Netherlands - Austria,Netherlands,,False,10.2308902484882,471,49658,2.12438217921654,69.6344723381353,47,47,2,2,32,32,2,2,1,1,27,27,5,5,72586
q27221300,51337689,Mary_Jackson_(engineer),Mary Jackson,MATHEMATICIAN,2.55999034235708,F,,False,23,22.6301502312165,,,,,,,1921-04-09,1921,1920,,,,,,,2005-02-11,2005,,,,False,3.53924987368766,98,107812,2.89842353459205,56.6643117256563,243,243,91,91,,,,,66,66,,,,,51337689
q858532,1906523,Carl_Størmer,Carl Størmer,MATHEMATICIAN,8.03252756915103,M,,False,16,19.3021372701229,Skien,59.20805556,9.55277778,178297,Norway,,1874-09-03,1874,1870,Oslo,59.91666667,10.73333333,22309,Norway,,1957-08-13,1957,,Norway,,False,4.99926873316086,145,2116,2.03167547359014,45.5897457238088,618,618,123,123,240,240,3,3,135,135,160,160,81,81,1906523
q712620,240694,Ronald_Graham,Ronald Graham,MATHEMATICIAN,3.07413486484766,M,,True,21,20.4393223412362,"Taft, California",35.1425,-119.45638889,,United States,,1935-10-31,1935,1930,,,,,,,,,,,,False,4.55589249229563,84,9537,2.83391285760658,49.3739350504698,504,504,185,185,3723,3723,1,1,,,,,,,240694
q60028,48416,Gottlob_Frege,Gottlob Frege,MATHEMATICIAN,0,M,,False,67,26.9705923354533,Wismar,53.9,11.46666667,73672,Germany,,1848-11-08,1848,1840,Bad Kleinen,53.76666667,11.46666667,13202760,Germany,,1925-07-26,1925,Mecklenburg,,,False,10.4543636157816,171,88194,3.41798876446916,71.1079191041487,37,37,4,4,173,173,1,1,4,4,144,144,1,1,48416
q11903,38375,Hypatia,Hypatia,MATHEMATICIAN,0,F,,False,80,29.9190981919668,Alexandria,31.2,29.91666667,12984,Egypt,,,350,350,Alexandria,31.2,29.9166666667,12984,Egypt,,,415,,,,False,10.3247800477455,1669,578400,3.54295753786763,80.9196064673084,9,9,1,1,8,8,3,3,1,1,9,9,3,3,38375
q2392864,1418751,Jai_Singh_II,Jai Singh II,MATHEMATICIAN,1.27649397037924,M,,False,17,20.5809195431598,"Amer, India",26.98333333,75.86666667,97212,India,,1688-11-03,1688,1680,Jaipur,26.9,75.8,166537,India,,1743-09-21,1743,,,,False,2.60161838822277,331,19114,2.83288207632043,49.8451253903849,478,478,19,19,299,299,2,2,9,9,211,211,1,1,1418751
q560901,2496640,Igor_Ansoff,Igor Ansoff,MATHEMATICIAN,2.54983368187249,M,,False,16,22.6760102947673,Vladivostok,43.13333333,131.9,21345189,Russia,,1918-12-12,1918,1910,San Diego,32.715,-117.1625,28504,United States,,2002-07-14,2002,,,,False,7.70703052060367,101,20598,1.24046720586782,56.816919394731,239,239,73,73,472,472,4,4,56,56,1373,1373,10,10,2496640
q441223,336574,Saunders_Mac_Lane,Saunders Mac Lane,MATHEMATICIAN,71.4389813521546,M,,False,21,19.8413365628422,"Taftville, Connecticut",41.56777778,-72.04916667,5221,United States,,1909-08-04,1909,1900,San Francisco,37.78333333,-122.41666667,49728,United States,,2005-04-14,2005,,,,False,4.18914645394908,110,5235,2.90520599557471,47.3840290469744,573,573,177,177,4476,4476,1,1,161,161,3235,3235,34,34,336574
q71029,187544,Hermann_Weyl,Hermann Weyl,MATHEMATICIAN,0,M,,False,51,24.2545964301604,Elmshorn,53.75194444,9.65111111,2238831,Germany,,1885-11-09,1885,1880,Zürich,47.36666667,8.55,40334603,Switzerland,,1955-12-08,1955,,Switzerland,,False,7.09442419345657,134,28407,3.72515553184198,62.0699507231511,125,125,32,32,674,674,1,1,22,22,142,142,22,22,187544
q315402,780445,Thomas_Harriot,Thomas Harriot,MATHEMATICIAN,2.1176761070392,M,,False,31,25.0638337842574,Oxford,51.75194444,-1.25777778,22308,United Kingdom,,1560-01-01,1560,1560,London,51.50722222,-0.1275,17867,United Kingdom,,1621-07-02,1621,England,United Kingdom,,False,11.2822857216971,459,12399,1.6440367008265,64.7628346132917,95,95,3,3,406,406,2,2,4,4,356,356,83,83,780445
q76556,23475106,Richard_Dedekind,Richard Dedekind,MATHEMATICIAN,0,M,,False,54,25.4588030725879,Braunschweig,52.26666667,10.51666667,51032,Germany,,1831-10-06,1831,1830,German Empire,52.51666667,13.4,12674,Germany,,1916-02-12,1916,,,,False,8.7259743004696,188,38065,3.24176589022975,66.0771664694037,84,84,10,10,393,393,4,4,17,17,337,337,4,4,23475106
q444472,411147,Ion_Ghica,Ion Ghica,MATHEMATICIAN,1.14890309807873,M,,False,22,21.032290603109,Bucharest,44.4325,26.10388889,36877,Romania,,1816-08-12,1816,1810,Răcari,44.63333333,25.73333333,18620870,Romania,,1897-05-07,1897,Ottoman,,,False,4.93803383451575,203,6245,2.49910625583723,51.3471443588113,425,425,21,21,154,154,21,21,36,36,92,92,1,1,411147
q726764,701065,Luigi_Bianchi,Luigi Bianchi,MATHEMATICIAN,40.5209279119646,M,,False,18,19.9757352571392,Parma,44.80147222,10.328,24231,Italy,,1856-01-18,1856,1850,Pisa,43.71666667,10.4,24636,Italy,,1928-06-06,1928,Parma,Italy,,False,4.97750396147693,163,2973,1.9868615126402,47.8312650487431,556,556,76,76,2421,2421,23,23,60,60,2259,2259,22,22,701065
q34458,3550276,Sergey_Nikolsky,Sergey Nikolsky,MATHEMATICIAN,34.4177928865024,M,,False,16,18.9077063181116,Perm Governorate,58.0139,56.2489,389777,Russia,,1905-04-30,1905,1900,Moscow,55.75,37.61666667,19004,Russia,,2012-11-09,2012,,,,False,3.32679626269464,114,4962,2.63135734269165,44.2772052793191,653,653,213,213,1327,1327,3,3,261,261,1161,1161,627,627,3550276
q122999,93085,Johann_Heinrich_Lambert,Johann Heinrich Lambert,MATHEMATICIAN,0,M,,False,43,25.3537110858477,Mulhouse,47.75,7.34,364964,France,,1728-08-26,1728,1720,Berlin,52.51666667,13.38888889,3354,Germany,,1777-09-25,1777,France,Prussia,,False,10.1238289721408,291,23028,2.54817358469737,65.7274538459776,88,88,4,4,559,559,5,5,1,1,354,354,51,51,93085
q455616,1329240,Kiyosi_Itô,Kiyosi Itô,MATHEMATICIAN,56.0430908457432,M,,False,24,22.2231779245408,"Inabe, Mie",35.11666667,136.56666667,1259013,Japan,,1915-09-07,1915,1910,Kyoto,35.01166667,135.76833333,37652,Japan,,2008-11-10,2008,,,,False,5.68731246891682,104,19863,2.3542900128933,55.3100376516387,277,277,75,75,484,484,1,1,71,71,304,304,51,51,1329240
q333968,787827,Klaus_Roth,Klaus Roth,MATHEMATICIAN,151.769852685143,M,,False,27,18.509086862973,Wrocław,51.1,17.03333333,33603,Poland,,1925-10-29,1925,1920,Inverness,57.4718,-4.2254,144968,United Kingdom,,2015-11-10,2015,Germany,,,False,2.50955285338708,94,3744,4.1703514586027,42.9507268319209,670,670,291,291,712,712,49,49,300,300,2182,2182,4,4,787827
q510916,40589,Thomas_Joannes_Stieltjes,Thomas Joannes Stieltjes,MATHEMATICIAN,110.800614580573,M,,False,19,20.4796252863451,Zwolle,52.51666667,6.1,58553,Netherlands,,1856-12-29,1856,1850,Toulouse,43.6045,1.444,45371,France,,1894-12-31,1894,,France,,False,5.91516028733765,163,3514,2.23259415791921,49.5080504012496,492,492,72,72,425,425,4,4,45,45,2834,2834,19,19,40589
q455001,76861,Julius_Petersen,Julius Petersen,MATHEMATICIAN,48.6078697546819,M,,False,21,20.8037717387553,Sorø,55.43333333,11.56666667,1804368,Denmark,,1839-06-16,1839,1830,Copenhagen,55.67611111,12.56833333,13014,Denmark,,1910-08-05,1910,,Denmark,,False,7.02873603725751,180,2268,1.93067008683831,50.5867064411895,456,456,41,41,258,258,2,2,52,52,205,205,102,102,76861
q441192,422645,Edward_Arthur_Milne,Edward Arthur Milne,MATHEMATICIAN,2.10966217122407,M,,False,22,20.5941066910201,Kingston upon Hull,53.74433333,-0.3325,56474,United Kingdom,,,1896,1890,Dublin,53.3425,-6.26583333333,8504,Ireland,,1950-09-21,1950,,,,False,6.34164852878422,123,3320,2.36607636304427,49.889008013759,477,477,119,119,2111,2111,7,7,86,86,40,40,16,16,422645
q457933,316603,S._R._Ranganathan,S. R. Ranganathan,MATHEMATICIAN,3.48382847481118,M,,False,28,22.9178245555193,Sirkazhi,11.23900032,79.73600006,3008,India,,,1892,1890,Bangalore,12.98333333,77.58333333,44275267,India,,1972-09-27,1972,,India,,False,5.8405028715522,127,27775,2.72495584762112,57.6216001523462,220,220,65,65,131,131,1,1,41,41,92,92,2,2,316603
q360366,619578,Nicomachus,Nicomachus,MATHEMATICIAN,7.14070394018787,M,,False,31,23.6088625989451,Jerash,32.27228056,35.89139722,184234,Jordan,,0060-01-01,60,60,,,,,,,0120-01-01,120,,,,False,7.33329387052971,1959,9812,2.50481511268926,59.9211544242719,166,166,1,1,7,7,1,1,2,2,,,,,619578
q11065,452058,Pierre_Bouguer,Pierre Bouguer,MATHEMATICIAN,6.89106557376197,M,,False,34,23.7674373856681,Le Croisic,47.2939,-2.5092,15810339,France,,1698-02-16,1698,1690,Paris,48.8567,2.3508,22989,France,,1758-08-15,1758,,France,,False,8.83757141128405,321,8455,2.33739226623567,60.4488407531184,154,154,4,4,1057,1057,1,1,4,4,1102,1102,477,477,452058
q584679,1741105,Muḥammad_ibn_Ibrāhīm_al-Fazārī,Muḥammad ibn Ibrāhīm al-Fazārī,MATHEMATICIAN,3.27763499890802,M,mkalfazari,False,17,21.7332267282636,Kufa,32.03,44.4,468383,Iraq,,,746,740,Baghdad,33.33333333,44.38333333,4492,Iraq,,,806,,Abbasid,,False,7.33358359242532,1273,3449,1.7278196501557,53.6796362907399,334,334,1,1,166,166,7,7,4,4,140,140,62,62,1741105
q451176,2610953,Pierre_Wantzel,Pierre Wantzel,MATHEMATICIAN,36.5598560478016,M,,False,19,21.3512902010573,Paris,48.8567,2.3508,22989,France,,1814-06-05,1814,1810,Paris,48.8567,2.3508,22989,France,,1848-05-21,1848,,France,,False,7.51583845059654,205,3639,1.84193597561475,52.4086733081699,381,381,28,28,2328,2328,544,544,29,29,2425,2425,1077,1077,2610953
q1174600,703683,David_Gregory_(mathematician),David Gregory,MATHEMATICIAN,9.80253203600183,M,,False,17,20.7120262584726,,,,,,,1659-06-03,1659,1650,Maidenhead,51.5217,-0.7177,206470,,,1708-10-10,1708,,,,False,3.19504158548186,360,12710,2.64764760378796,50.2814067357376,465,465,13,13,,,,,15,15,,,2,2,703683
q180217,29646,Stefan_Banach,Stefan Banach,MATHEMATICIAN,0,M,,False,58,24.8464327202828,Kraków,50.06138889,19.93722222,16815,Poland,,1892-03-30,1892,1890,Lviv,49.83,24.01416667,49968,Ukraine,,1945-08-31,1945,Austria,Soviet Union,,False,5.78047233006209,127,68022,4.07696524903726,64.0393931904349,103,103,33,33,121,121,10,10,50,50,30,30,1,1,29646
q361989,88116,Lorenzo_Mascheroni,Lorenzo Mascheroni,MATHEMATICIAN,53.8795507063868,M,,False,22,22.0063234313303,Bergamo,45.695,9.67,239064,Italy,,1750-05-13,1750,1750,Paris,48.8567,2.3508,22989,France,,1800-07-14,1800,Milan - Austria,France,,False,7.11940740649298,269,4440,1.70838981314126,54.5884150420118,300,300,16,16,1740,1740,7,7,12,12,2027,2027,881,881,88116
q470539,976516,Sergei_Natanovich_Bernstein,Sergei Natanovich Bernstein,MATHEMATICIAN,57.2607040643374,M,,False,18,21.1405608328493,Odessa,46.48572222,30.74344444,55545,Ukraine,,1880-03-05,1880,1880,Moscow,55.75,37.61666667,19004,Russia,,1968-10-26,1968,Russia,Soviet Union,,False,6.57898646610052,139,5599,1.81803802355747,51.7074331615628,414,414,84,84,329,329,22,22,78,78,747,747,378,378,976516
q198126,34523,Zhu_Shijie,Zhu Shijie,MATHEMATICIAN,8.47647083536814,,,False,18,21.970249826,,,,,,,1249-01-01,1249,1240,,,,,,,1314-01-01,1314,,,,False,7.59603295782688,770,3629,1.72521296855954,54.4683735854951,303,303,8,8,,,,,7,7,,,,,34523
q244152,213858,Willebrord_Snellius,Willebrord Snellius,MATHEMATICIAN,0,M,,False,41,25.8230150135225,Leiden,52.16666667,4.48333333,46599,Netherlands,,1580-06-13,1580,1580,Leiden,52.16666667,4.48333333,46599,Netherlands,,1626-10-30,1626,Netherlands,Netherlands,,False,11.1370046271912,439,23300,2.38672695387194,67.2891476803228,70,70,1,1,39,39,4,4,3,3,38,38,5,5,213858
q28416072,26456397,Ehrenfried_Walther_von_Tschirnhaus,Ehrenfried Walther von Tschirnhaus,MATHEMATICIAN,1.21076516568303,M,,False,27,24.3879151769515,"Sławnikowice, Lower Silesian Voivodeship",51.18027778,15.17305556,14837361,Poland,,1651-04-10,1651,1650,Dresden,51.03333333,13.73333333,37410,Germany,,1708-10-11,1708,,Saxony,,False,9.88047407024833,368,13201,1.70695039429151,62.51359300396,118,118,4,4,144,144,1,1,2,2,545,545,10,10,26456397
q574597,2096465,Yves_Meyer,Yves Meyer,MATHEMATICIAN,55.7048290590247,M,,True,19,20.197141241665,Paris,48.8567,2.3508,22989,France,,,,,,,,,,,,,,,,False,4.65388161396133,80,6908,2.15661412591101,48.5680335702305,529,529,,,2858,2858,677,677,,,,,,,2096465
